1,3123
2,3124
3,3123
4,3121
5,3111
6,3112
7,3107
8,3102
9,3094
10,3087
11,3100
12,3092
13,3087
14,3084
15,3081
16,3075
17,3072
18,3062
19,3054
20,3045
21,3029
22,3023
23,3031
24,4543
25,4050
26,3503
27,4629
28,3904
29,3939
30,3793
31,3869
32,2761
33,2450
34,2484
35,2526
36,2511
37,2481
38,2494
39,2631
40,2736
